"TID","EN","AR","CN","CNT","DE","ES","FI","FR","HE","ID","IT","JP","KR","MS","NL","PL","PT","RU","TH","TR","VI"
"TID_HAMMERDUDE_OVERCHARGE_DESC","Frank's Super now hits an entire circle around him!","يصيب زخم فرانك الآن دائرة بأكملها حوله!","弗兰肯的超级技能攻击范围变成他周围一整圈！","法蘭克的超級技能範圍變成他周圍一整圈！","Franks Superskill trifft alle Gegner in seiner Nähe.","El súper de Frank ahora impacta a su alrededor.","Frankin lyö nyt superinsa täytenä kehänä ympärilleen.","Le super de Frank frappe désormais tout autour de lui !","תכונת הסופר של פרנק פוגעת כעת ברדיוס של מעגל שלם סביבו!","Kekuatan Super milik Frank kini akan menyebar dalam pola mengitar!","L'onda sismica della super di Frank si propaga tutta attorno a lui!","必殺技の効果範囲が自身を中心とした円形になる。","특수 공격의 효과 범위가 프랭크를 중심으로 원 모양이 됩니다!","Super Frank kini menyebar di sekelilingnya!","Franks super raakt nu alles in een volledige cirkel rondom hem!","Podczas superataku Frank macha teraz młotem dookoła siebie!","O Super do Frank agora acerta um círculo completo ao seu redor!","Супер Фрэнка поражает область вокруг него целиком.","ท่าไม้ตายของแฟรงค์จะกระจายเป็นวงรอบตัวเขาได้แล้ว!","Frank'in süper saldırısı etrafında tam bir daireye hasar verir.","Hiện Tuyệt chiêu của Frank sẽ tấn công lên cả một khu vực vòng tròn xung quanh cậu ta!"
"TID_UNDERTAKER_OVERCHARGE_DESC","Life Blood now also returns to Mortis, allowing for double damage and healing.","يعود مصاصو الدماء الآن أيضًا إلى مورتيس، مما يسمح بالضرر والتعافي المزدوجين.","蝙蝠增援召唤的蝙蝠会飞回莫提斯的位置，从而可再次击中敌人、提供治疗。","噬血侵襲召喚的蝙蝠會飛回莫提斯的位置，可再次擊中敵人並提供治療。","Lebensraub kehrt nun zu Mortis zurück und ermöglicht so doppelten Schaden und doppelte Heilung.","Transfusión vuelve a Mortis, con lo que puede infligir el doble de daño y curar el doble.","Verenimijät palaavat Mortisin luo, mikä tuplaa tuhovoiman ja parannuksen.","Les chauves-souris reviennent désormais vers Mortis, pouvant blesser et soigner deux fois.","תמצית החיים חוזרת כעת גם אל מורטיס, ומאפשרת נזק כפול וריפוי כפול.","Darah Kehidupan kini akan kembali ke Mortis dan memberikan pemulihan serta kerusakan ganda.","Lo stormo di pipistrelli della super ritorna da Mortis, permettendogli così di causare il doppio dei danni e ricevere il doppio delle cure.","必殺技のコウモリが自分の元へ戻り、ダメージと回復量が最大2倍になる。","피의 축제 사용 시 흡혈박쥐 떼가 모티스에게 다시 돌아와 두 배의 피해를 주고 두 배의 HP를 회복할 수 있습니다.","Nadi kini kembali ke Mortis, melakukan kerosakan dan penyembuhan berganda.","Levensbloed keert nu terug naar Mortis, waardoor hij dubbel zoveel aanvalsschade en genezing krijgt.","Życiodajna krew wraca teraz do Mortisa, umożliwiając podwójne obrażenia i leczenie.","Transfusão agora volta ao Mortis, possibilitando o dobro de dano e de cura.","Летучие мыши, призванные Супером Мортиса, возвращаются к нему и наносят урон ещё раз, восстанавливая Мортису здоровье.","เลือดแห่งชีวิตจะย้อนกลับมาหามอร์ติส ทำให้โจมตีและเยียวยาได้เป็นสองเท่า","Can suyu, Mortis'e de güç vererek iki kat hasar verme ve iyileştirme etkisi sağlar.","Tuyệt chiêu Máu Sinh mệnh sẽ quay trở về với Mortis, giúp anh ta gây sát thương và hồi máu gấp đôi."
"TID_GHOST_SP_1_DESC","Hitting opponents with the center of Shade's main attack gives a short movement speed boost.","إن ضرب الخصوم باستخدام مركز هجوم شايد الرئيسي يمنحه زيادة قصيرة في سرعة التحرك.","谢德以普通攻击的中心位置命中敌人后，可短时间获得移速提升效果。","謝德以普通攻擊的中心位置命中敵人後，可獲得暫時的移速提升。","Werden Gegner in der Mitte von Shades Hauptattacke getroffen, erhält Shade einen kurzen Geschwindigkeitsschub.","Cuando Shade golpea a los enemigos en el epicentro de su ataque principal, obtiene un breve aumento de la velocidad de movimiento.","Shade saa lyhyen tehostuksen liikkumisnopeuteensa, kun hyökkäyksen keskipiste osuu vastustajiin.","Quand Shade touche un ennemi au centre de sa Claque spectrale, sa vitesse de déplacement est augmentée temporairement.","פגיעה באויבים באמצעות ההתקפה העיקרית של הצל, שהיא תקיפה באמצע, מאיצה את המהירות לזמן קצר.","Menyerang lawan dengan pusat serangan utama Shade akan meningkatkan kecepatan gerakan singkat.","Colpire i nemici al centro dell'attacco base fa muovere Shade più velocemente per un breve periodo.","通常攻撃で敵を中心に捉えると、短時間移動速度が上昇する。","일반 공격의 중심으로 적을 맞추면 일시적으로 이동 속도가 증가합니다.","Memberikan galakan kelajuan pergerakan singkat apabila mengenai pihak lawan di tengah menggunakan serangan utama Shade.","Wanneer tegenstanders in het midden van Schades hoofdaanval worden geraakt, krijgt hij een korte snelheidsboost.","Trafienie wrogów znajdujących się w środku głównego ataku Shade´a na krótko przyspiesza jego ruch.","Acertar os oponentes na área central do ataque principal faz com que Shade se mova mais rapidamente por um breve período.","Если противники попадают в центр основной атаки Шейда, он на короткое время ускоряет движение.","เมื่อการโจมตีพื้นฐานของเฉดโจมตีถูกศัตรูที่อยู่ตรงกลาง เฉดจะได้รับบูสต์ความเร็วในการเคลื่อนที่เป็นระยะเวลาสั้นๆ","Shade, temel saldırısının merkezindeki rakiplere vurduğunda kısa bir süre hareket hızı artar.","Shade sẽ được tăng tốc độ di chuyển trong thời gian ngắn khi tâm điểm của đòn tấn công chính đánh trúng đối thủ."
"TID_GHOST_GADGET_1_DESC","The next main attack has <c00cc00><VALUE1>%</c> longer range.","الهجوم الرئيسي التالي له مدى أطول بنسبة <c00cc00><VALUE1>%</c>.","谢德下一次普通攻击的射程延长<c00cc00><VALUE1>%</c>。","謝德的下一次普通攻擊射程延長<c00cc00><VALUE1>%</c>。","Die nächste Hauptattacke verfügt über <c00cc00><VALUE1> %</c> mehr Reichweite.","El próximo ataque principal tiene un <c00cc00><VALUE1> %</c> más de alcance.","Shaden seuraavan päähyökkäyksen kantama on <c00cc00><VALUE1> %</c> pidempi.","La portée de la prochaine attaque principale de Shade est augmentée de <c00cc00><VALUE1> %</c>.","להתקפה העיקרית הבאה יש טווח פגיעה ארוך יותר בשיעור של <c00cc00>%<VALUE1></c>.","Serangan utama berikutnya punya jangkauan <c00cc00><VALUE1>%</c> lebih jauh.","L'attacco base successivo all'attivazione del gadget ha una portata più lunga del <c00cc00><VALUE1>%</c>.","次の通常攻撃の射程距離が<c00cc00><VALUE1>％</c>伸びる。","다음 일반 공격의 사정거리가 <c00cc00><VALUE1>%</c> 증가합니다.","Serangan utama seterusnya adalah <c00cc00><VALUE1>%</c> lebih jauh.","De volgende hoofdaanval reikt <c00cc00><VALUE1>%</c> verder.","Kolejny atak główny ma o <c00cc00><VALUE1>%</c> większy zasięg.","O próximo ataque principal tem um alcance <c00cc00><VALUE1>%</c> maior.","Дальность следующей основной атаки увеличивается на <c00cc00><VALUE1> %</c>.","การโจมตีพื้นฐานครั้งต่อไปมีระยะไกลขึ้น <c00cc00><VALUE1>%</c>","Bir sonraki temel saldırının menzili <c00cc00>%<VALUE1></c> artar.","Đòn tấn công chính tiếp theo sẽ có phạm vi xa hơn <c00cc00><VALUE1>%</c>."
"TID_VOODOO_GADGET_1_DESC","Juju's next main attack has the power of all three elements.","يتميز الهجوم الرئيسي التالي لجوجو بقوة العناصر الثلاثة.","珠珠的下一次普通攻击会附带全部三种元素能量的效果。","茱茱的下一次普通攻擊會附帶全部三種元素能量的效果。","Jujus nächste Hauptattacke verfügt über die Kräfte aller drei Elemente.","El próximo ataque principal de Juju tiene el poder de los tres elementos.","Jujun seuraava päähyökkäys on kaikkien kolmen elementin vahvistama.","La prochaine attaque principale de Juju a le pouvoir des trois éléments.","להתקפה העיקרית הבאה של ג'וּג'וּ יש עוצמה של כל שלושת אלמנטים.","Serangan utama Juju berikutnya menyertakan kekuatan ketiga elemen.","L'attacco base successivo all'attivazione del gadget ha il potere di tutti e tre gli elementi.","次の通常攻撃に3種類の効果がすべて付与される。","다음 일반 공격이 세 가지 원소의 힘을 모두 가지게 됩니다.","Serangan utama Juju yang seterusnya ada kuasa ketiga-tiga unsur.","Juju's volgende hoofdaanval heeft de krachten van alle drie de elementen.","Kolejny atak główny ma siłę wszystkich trzech żywiołów.","O próximo ataque principal de Juju tem o poder dos três elementos.","Следующая основная атака Джуджу получает все три усиления.","การโจมตีพื้นฐานครั้งถัดไปของจูจูจะมีพลังทั้งสามธาตุ","Juju'nun temel saldırısı üç elementin gücüne de sahip olur.","Đòn tấn công chính tiếp theo của Juju sẽ tập hợp sức mạnh của cả ba nguyên tố."
"TID_MAX_ANGEL_SKIN","ANGEL MAX","ماكس الملائكية","天使麦克斯","天使麥克絲","ENGEL MAX","MAX ANGELICAL","ENKELI-MAX","MAX ANGE","מקס המלאך","MAX MALAIKAT","MAXINE ANGELICA","天使 MAX","천사 맥스","MAX MALAIKAT","ENGEL-MAX","ANIOŁ MAKS","MAX ANGELICAL","АНГЕЛ МАКС","เทวาแม็กซ์","MELEK MAX","MAX THIÊN THẦN"
"TID_MAX_ANGEL_SKIN_SHOP","ANGEL\nMAX","ماكس\nالملائكية","天使麦克斯","天使麥克絲","ENGEL\nMAX","MAX\nANGELICAL","ENKELI-\nMAX","MAX\nANGE","המלאך\nמקס","MAX\nMALAIKAT","MAXINE\nANGELICA","天使\nMAX","천사 맥스","MAX\nMALAIKAT","ENGEL-\nMAX","ANIOŁ\nMAKS","MAX\nANGELICAL","АНГЕЛ\nМАКС","เทวา\nแม็กซ์","MELEK\nMAX","MAX\nTHIÊN THẦN"
"TID_CHRONOMANCER_SP_1_DESC","Finx reduces the reload speed of any enemy Brawlers hit by his main attack by <c00cc00><VALUE1>%</c> for <c00cc00><VALUE2></c> seconds.","يبطئ فينكس سرعة التعبئة لأي بطل عدو يتعرض لهجومه الرئيسي، وذلك بنسبة <c00cc00><VALUE1>%</c> لمدة <c00cc00><VALUE2></c> ث.","芬克斯的普通攻击命中敌方英雄时，还会使其装弹速度变慢<c00cc00><VALUE1>%</c>，持续<c00cc00><VALUE2></c>秒。","芬克斯的普通攻擊命中敵方英雄時，還會使其裝彈速度變慢<c00cc00><VALUE1>%</c>，持續<c00cc00><VALUE2></c>秒。","Finx verlangsamt die Nachladegeschwindigkeit aller gegnerischen Brawler, die von seiner Hauptattacke getroffen werden, <c00cc00><VALUE2></c> Sekunden lang um <c00cc00><VALUE1> %</c>.","Los golpes del ataque base de Finx reducen la velocidad de recarga de los brawlers enemigos un <c00cc00><VALUE1> %</c> durante <c00cc00><VALUE2></c> segundos.","Finx hidastaa päähyökkäyksensä vahingoittamien vastustajien latausnopeutta <c00cc00><VALUE1> %</c> <c00cc00><VALUE2></c> sekunnin ajaksi.","Finx réduit la vitesse de rechargement des brawlers ennemis frappés par son attaque principale de <c00cc00><VALUE1> %</c> pendant <c00cc00><VALUE2></c> seconde(s).","פינקס מפחית את מהירות הטעינה מחדש של כל הבראולרים היריבים שנפגעו בהתקפה העיקרית שלו בשיעור של <c00cc00>%<VALUE1></c> למשך <c00cc00><VALUE2></c> שניות.","Kecepatan isi ulang lawan yang terkena serangan utama Finx akan berkurang <c00cc00><VALUE1>%</c> selama <c00cc00><VALUE2></c> detik.","Finx riduce del <c00cc00><VALUE1>%</c> e per <c00cc00><VALUE2></c> secondi la velocità di ricarica dei brawler nemici che colpisce con l'attacco base.","通常攻撃が命中した敵キャラクターのリロード速度を、<c00cc00><VALUE2></c>秒にわたって<c00cc00><VALUE1>％</c>低下させる。","일반 공격에 맞은 모든 적 브롤러의 재장전 속도를 <c00cc00><VALUE2></c>초 동안 <c00cc00><VALUE1>%</c> 감소시킵니다.","Finx mengurangkan kelajuan isi semula brawler musuh yang terkena serangan utamanya sebanyak <c00cc00><VALUE1>%</c> selama <c00cc00><VALUE2></c> saat.","Finx verlaagt de herlaadsnelheid van vijandelijke knokkers die geraakt worden door zijn hoofdaanval met <c00cc00><VALUE1>%</c> gedurende <c00cc00><VALUE2></c> seconden.","Finx zmniejsza szybkość przeładowania Zadymiarzy trafionych jego głównym atakiem o <c00cc00><VALUE1>%</c> przez <c00cc00><VALUE2></c> s.","Finx reduz a velocidade de recarga dos Brawlers inimigos atingidos por seu ataque principal em <c00cc00><VALUE1>%</c> por <c00cc00><VALUE2></c> segundos.","Основная атака Финкса снижает скорость перезарядки задетых противников на <c00cc00><VALUE1> %</c> на <c00cc00><VALUE2></c> с.","ฟิงซ์ลดความเร็วในการบรรจุกระสุนของบรอว์เลอร์ศัตรูซึ่งถูกยิงด้วยการโจมตีพื้นฐานของเขา <c00cc00><VALUE1>%</c> เป็นระยะเวลา <c00cc00><VALUE2></c> วินาที","Finx, temel saldırısından etkilenen düşman savaşçıların doldurma hızını <c00cc00><VALUE2></c> saniyeliğine <c00cc00>%<VALUE1></c> düşürür.","Đòn tấn công chính của Finx sẽ khiến tốc độ nạp đạn của Chiến binh Brawl đối thủ trúng đòn giảm <c00cc00><VALUE1>%</c> trong <c00cc00><VALUE2></c> giây."
"TID_COMPETITIVE_QUARTER_START_SEASON","SEASON","الموسم","赛季","賽季","SAISON","TEMPORADA","KAUSI","SAISON","עונה","MUSIM","STAGIONE","シーズン","시즌","MUSIM","SEIZOEN","SEZON","TEMPORADA","СЕЗОН","ฤดูกาล","SEZONU","MÙA GIẢI"
"TID_ALTERNATOR_ULTI_DESC","Switch between Jae-yong's Work & Party modes! Switching modes changes Jae-yong's main attack and activates the matching ability.\nWORK: Gives all nearby teammates a temporary movement speed boost.\nPARTY: Heals all nearby teammates.","بدّل ما بين وضعي الحفل والعمل لجاي يونج. يؤدي التبديل إلى تغيير هجوم جاي الرئيسي وتفعيل القدرة المتوافقة.\nالعمل: يمنح جميع الزملاء القريبين تعزيزًا مؤقتًا لسرعة الحركة.\nالحفل: يعالج جميع الزملاء القريبين.","载勇切换自身状态，变为工作或派对模式！切换状态会改变他的普通攻击，并触发相应的效果。\n工作：暂时提升附近所有队友的移动速度。\n派对：治疗附近所有队友。","載勇切換自己狀態，變為工作或派對模式！切換狀態會改變他的普通攻擊，並觸發對應的效果。\n工作：暫時提升附近所有隊友的移動速度。\n派對：治療附近所有隊友。","Wechsle zwischen Jae-yongs Arbeits- und Partymodi! Der Wechsel der Modi verändert Jae-yongs Hauptattacke und aktiviert die entsprechende Fähigkeit.\nARBEIT: Gewährt allen Teamkameraden in der Nähe vorübergehend höheres Bewegungstempo.\nPARTY: Heilt alle Teamkameraden in der Nähe.","¡Alterna entre los modos festivo y trabajador de Jae-yong! El cambio modifica su ataque principal y activa la habilidad correspondiente.\nTRABAJADOR: Potencia la velocidad de todos los aliados cercanos de forma temporal.\nFESTIVO: Cura a todos los aliados cercanos.","Vaihtele Jae-yongin työ- ja huvitilan välillä! Tilan vaihtaminen muuttaa Jae-yongin päähyökkäystä ja aktivoi sitä vastaavan kyvyn.\nTYÖ: Antaa lähellä oleville joukkuekavereille hetkellisesti lisää liikkumisnopeutta.\nHUVI: Parantaa lähellä olevia joukkuekavereita.","Alternez entre les modes Travail ou Loisir de Jae-yong ! Quand vous alternez, l'attaque principale de Jae-yong change et la capacité correspondante est activée.\nTRAVAIL : donne un boost de vitesse de déplacement à tous les alliés proches.\nLOISIR : soigne tous les alliés proches.","עברו בין מצבי העבודה והמסיבה של ג'יי יונג! החלפת מצבים משנה את ההתקפה העיקרית של ג'יי יונג ומפעילה את יכולת ההתאמה.\nבעבודה: מעניק לכל חברי הקבוצה בקרבת מקום חיזוקי מהירות זמניים.\nבמסיבה: מרפא את כל חברי הקבוצה הקרובים.","Kamu bisa gonta-ganti mode Kerja dan Pesta Jae-yong! Tiap mode memiliki serangan utama dan kemampuan masing-masing.\nKERJA: Jae-yong menambah kecepatan rekan tim untuk sementara.\nPESTA: Jae-yong menyembuhkan semua rekan tim di sekitarnya.","Passa dalla modalità \qImpiegato\q a quella \qFestaiolo\q e viceversa. Il cambio modifica l'attacco base e attiva l'abilità corrispondente.\nIMPIEGATO: aumenta per un po' la velocità di movimento di tutti gli alleati vicini.\nFESTAIOLO: cura tutti gli alleati vicini.","勤労モードと宴会モードを切り替える。モードを切り替えると通常攻撃が変化し、それぞれ異なる効果が発動する。\n勤労モード：周囲のチームメイト全員の移動速度を一時的に上昇させる。\n宴会モード：周囲のチームメイト全員を回復させる。","재용의 파티 모드와 근무 모드를 전환해 보세요! 모드에 따라 재용의 일반 공격 효과가 달라집니다.\n근무 모드: 가까이에 있는 모든 팀원의 이동 속도를 일시적으로 증가시킵니다.\n파티 모드: 가까이에 있는 모든 팀원을 치유합니다.","Beralih antara mod Kerja & Pesta Jae-yong! Penukaran ini mengubah serangan utama Jae-yong dan mengaktifkan keupayaan padanan.\nKERJA: Memberikan galakan kelajuan pergerakan sementara kepada semua rakan sepasukan yang berdekatan.\nPESTA: Menyembuhkan semua rakan sepasukan yang berdekatan.","Wissel tussen Jae-yongs werk- en feestmodus! Als je van modus wisselt, verandert Jae-yongs hoofdaanval en wordt de bijbehorende vaardigheid geactiveerd.\nWERK: Geeft alle teamgenoten in de buurt een tijdelijke snelheidsboost.\nFEEST: Geneest alle teamgenoten in de buurt.","Przełączaj między biznesowym a imprezowym trybem Jae-yonga! Tryby zmieniają jego główny atak i aktywują zdolności meczowe.\nBIZNES: nadaje pobliskim sojusznikom tymczasowe przyspieszenie.\nIMPREZA: leczy pobliskich sojuszników.","Alterne entre os modos firma e festa do Jae-yong! A mudança troca o ataque principal e ativa a habilidade correspondente.\nMODO FIRMA: aumenta temporariamente a velocidade de movimento dos aliados próximos.\nMODO FESTA: cura os aliados próximos.","Переключайся между режимами работы и отдыха! Переключение меняет основную атаку Джэ Ёна и активирует соответствующую способность.\nРАБОТА: на время увеличивает скорость передвижения ближайших союзников.\nОТДЫХ: лечит ближайших союзников.","แจยองเปลี่ยนไปมาระหว่างโหมดทำงานและโหมดปาร์ตี้! การเปลี่ยนโหมดจะเปลี่ยนการโจมตีพื้นฐานของแจยองและเปิดใช้ความสามารถที่เข้าคู่กัน\nทำงาน: เพิ่มความเร็วในการเคลื่อนที่ให้เพื่อนร่วมทีมทั้งหมดที่อยู่ใกล้ๆ ชั่วคราว\nปาร์ตี้: เยียวยาเพื่อนร่วมทีมทั้งหมดที่อยู่ใกล้ๆ","Jae-yong'un parti ve iş modları arasında geçiş sağlar! Geçiş yapmak, Jae-yong'un temel saldırısını değiştirir ve ilgili moda ait yeteneği etkinleştirir.\nİŞ: Yakındaki tüm takım arkadaşlarına geçici bir hareket hızlandırması sağlar.\nPARTİ: Yakındaki tüm takım arkadaşlarını iyileştirir.","Thay đổi giữa hai chế độ Làm việc và Tiệc tùng của Jae-yong! Khi đổi chế độ, đòn tấn công chính của Jae-yong cũng sẽ thay đổi và kích hoạt kỹ năng tương ứng.\nLÀM VIỆC: Tạm thời tăng tốc độ di chuyển cho tất cả đồng đội ở gần.\nTIỆC TÙNG: Hồi máu cho tất cả đồng đội ở gần."
"TID_ALTERNATOR_SP_2_DESC","Main Attacks now deal an additional <c00cc00><VALUE1>%</c> Damage per target pierced.","تتسبب الهجمات الرئيسية الآن في إلحاق ضرر إضافي بنسبة <c00cc00><VALUE1>%</c> لكل هدف تم اختراقه.","普通攻击的子弹每穿透一个目标，可造成<c00cc00><VALUE1>%</c>的额外伤害。","普通攻擊的子彈每穿透一個目標，可造成<c00cc00><VALUE1>%</c>的額外傷害。","Hauptattacken verursachen nun <c00cc00><VALUE1> %</c> zusätzlichen Schaden pro durchstoßenem Ziel.","Los ataques principales infligen un <c00cc00><VALUE1> %</c> de daño adicional tras atravesar un objetivo.","Päähyökkäykset tekevät <c00cc00><VALUE1> %</c> enemmän tuhoa jokaista lävistettyä kohdetta kohti.","Les attaques principales infligent <c00cc00><VALUE1> %</c> de dégâts supplémentaires par cible transpercée.","ההתקפות הראשיות מסבות כעת נזק נוסף של <c00cc00><VALUE1>%</c> לכל מטרה שנוקבה.","Tiap target yang ditembus sekarang akan meningkatkan Kerusakan Serangan Utama sebesar <c00cc00><VALUE1>%</c>.","Gli attacchi base causano il <c00cc00><VALUE1>%</c> di danni in più per ogni nemico che trapassano.","貫通した敵1体につき、通常攻撃のダメージが<c00cc00><VALUE1>％</c>上昇する。","일반 공격이 관통한 대상 하나당 <c00cc00><VALUE1>%</c>의 추가 피해를 줍니다.","Serangan utama kini melakukan <c00cc00><VALUE1>%</c> kerosakan tambahan terhadap setiap sasaran ditusuk.","Hoofdaanvallen brengen nu <c00cc00><VALUE1>%</c> extra schade toe per doorboord doelwit.","Główne ataki zadają dodatkowe <c00cc00><VALUE1>%</c> obrażeń na przeszyty cel.","Os ataques principais causam dano adicional de <c00cc00><VALUE1>%</c> por alvo perfurado.","Снаряды основной атаки наносят на <c00cc00><VALUE1> %</c> больше урона за каждую пронзённую цель.","ตอนนี้การโจมตีพื้นฐานจะสร้างความเสียหายเพิ่มเติม <c00cc00><VALUE1>%</c> ต่อจำนวนเป้าหมายที่ยิงทะลุทะลวง","Temel saldırılar, delip geçtiği hedef başına <c00cc00>%<VALUE1></c> ek hasar verir.","Đòn tấn công chính giờ đây sẽ gây thêm <c00cc00><VALUE1>%</c> sát thương mỗi khi xuyên qua một mục tiêu."
"TID_ALTERNATOR_GADGET_1_DESC","Deals area damage and increases main attack damage for <c00cc00><VALUE1></c> sec.","يلحق ضرر منطقة، ويزيد من ضرر الهجوم الرئيسي لمدة <c00cc00><VALUE1></c> ث.","造成范围伤害，并提升普通攻击伤害，持续<c00cc00><VALUE1></c>秒。","造成範圍傷害，並提升普通攻擊傷害，持續<c00cc00><VALUE1></c>秒。","Verursacht Flächenschaden und erhöht <c00cc00><VALUE1></c> Sekunden lang den Schaden der Hauptattacke.","Inflige daño de área y aumenta el daño del ataque principal durante <c00cc00><VALUE1></c> segundos.","Tekee aluetuhoa ja lisää päähyökkäyksen tuhovoimaa <c00cc00><VALUE1></c> sekunnin ajaksi.","Inflige des dégâts de zone et augmente les dégâts de l'attaque principale pendant <c00cc00><VALUE1></c> seconde(s).","גורם נזק אזורי ומגדיל את נזקי ההתקפה העיקרית למשך <c00cc00><VALUE1></c> שניות.","Serangan akan memberikan kerusakan area dan kerusakan serangan utama meningkat selama <c00cc00><VALUE1></c> detik.","Causa danni ad area e aumenta quelli dell'attacco base per <c00cc00><VALUE1></c> secondi.","範囲ダメージを与えた後、<c00cc00><VALUE1></c>秒間にわたって通常攻撃のダメージを上昇させる。","광역 피해를 주고 <c00cc00><VALUE1></c>초 동안 일반 공격의 피해량을 증가시킵니다.","Melakukan kerosakan kawasan dan meningkatkan kerosakan serangan selama <c00cc00><VALUE1></c> saat.","Richt gebiedsschade aan en verhoogt de schade van hoofdaanvallen gedurende <c00cc00><VALUE1></c> seconden.","Zadaje obrażenia obszarowe i zwiększa obrażenia głównego ataku przez <c00cc00><VALUE1></c> s.","Causa dano em área e aumenta o dano do ataque principal por <c00cc00><VALUE1></c> segundos.","Наносит урон по области и увеличивает урон основной атаки на <c00cc00><VALUE1></c> с.","สร้างความเสียหายเป็นบริเวณ และเพิ่มความเสียหายการโจมตีพื้นฐานเป็นระยะเวลา <c00cc00><VALUE1></c> วินาที","Alan hasarı verir ve temel saldırı hasarını <c00cc00><VALUE1></c> saniyeliğine artırır.","Gây ra sát thương diện rộng và tăng sát thương cho đòn tấn công chính trong <c00cc00><VALUE1></c> giây."
