"TID","EN","AR","CN","CNT","DE","ES","FI","FR","HE","ID","IT","JP","KR","MS","NL","PL","PT","RU","TH","TR","VI"
"TID_SB_DAMAGE_3_DESC","Hitting an enemy gets you a Chum Ball, giving you homing projectiles, increased movement speed for a short time and heals you.","ضرب عدو سيمنحك قطعة واحدة من وجبة قطع الصداقة، مما يمنحك قذائف موجهة وسرعة تحرك زائدة لمدة قصيرة وصحة.","命中敌人可获得一颗海霸丸，使自身弹道攻击自动追踪敌人、暂时提升移动速度，还会使你恢复生命值。","命中敵人可獲得一顆海之霸丸，使子彈自動追蹤敵人、暫時提升移動速度，還會使你恢復生命值。","Wenn du einen Gegner triffst, erhältst du ein Abfallbällchen. Dieses gewährt dir für kurze Zeit zielsuchende Geschosse, erhöhtes Bewegungstempo und es heilt dich.","Al golpear a un enemigo, obtendrás una bola de carnada que te equipará con proyectiles dirigidos, potenciará tu velocidad de movimiento durante un breve periodo de tiempo y te curará.","Vastustajaan osumalla saat syöttipallon, joka antaa sinulle hakeutuvia ammuksia ja lisää liikkumisnopeutta lyhyeksi ajaksi sekä parantaa sinua.","Frapper un ennemi confère une boule de chum : vos projectiles suivent les ennemis, votre vitesse est augmentée pour une courte durée et vous récupérez des PV.","פגיעה באויב מזכה אותך בקציצת דגים, המעניקה לטילים שלך יכולת התבייתות, מאיצה את התנועה שלך למשך זמן קצר ומרפאה אותך.","Menyerang lawan akan memberikan Bola Chum yang membuat proyektil serangan memburu target terdekat, meningkatkan kecepatan gerakan untuk waktu terbatas, dan memulihkanmu.","Quando colpisci un nemico, ottieni una polpetta di plancton, che, per un breve periodo, permetterà ai tuoi colpi di inseguire i nemici, ti farà muovere più velocemente e ti curerà.","敵に攻撃を当てるとエサボール1個を入手し、短時間自分の発射体に追尾効果が付与されて移動速度が上昇する。さらに自身を回復する。","공격이 적에게 적중하면 플랑크톤 미트볼을 획득하여 잠시 동안 발사체가 적을 추적하고 이동 속도가 증가하며 HP를 회복합니다.","Apabila mengenai musuh, anda mendapat Bola Umpan bagi projektil pandu tuju, kelajuan pergerakan ditingkatkan untuk masa yang singkat dan menyembuhkan anda.","Als je een vijand raakt, krijg je een Maatemmerbal die voor korte tijd je projectielen automatisch naar doelwitten leidt en je bewegingssnelheid verhoogt, en die je geneest.","Trafienie wroga daje pomyjowego klopsika, powodując, że pociski lecą do celu, zwiększając Twoją szybkość ruchu na krótki czas i lecząc Cię.","Acertar um inimigo dá uma almôndega que guia projéteis, aumenta a sua velocidade de movimento e restaura sua saúde por um breve período.","При попадании по врагу боец получает чам-шарик, благодаря которому в течение короткого времени боец восстанавливает здоровье и двигается быстрее, а все снаряды попадают в ближайшую цель.","ได้รับชัมบอลเมื่อโจมตีถูกศัตรู ทำให้กระสุนของคุณติตดามเป้าหมายได้ เพิ่มความเร็วในการเคลื่อนที่เป็นระยะเวลาสั้นๆ และเยียวยาคุณไปด้วย","Düşmanı vurduğunda bir yem topu alırsın; atışların hedefin peşine takılır, kısa bir süreliğine hareket hızın artar ve iyileşirsin.","Nhận được một viên Cá viên khi đánh trúng đối thủ, khiến đạn bắn ra truy tìm mục tiêu, tăng tốc độ di chuyển trong khoảng thời gian ngắn và hồi máu cho bạn."
"TID_SB_ASSASSIN_1_DESC","A spatula will periodically orbit around you. When enemies are low on health, your attacks will take them down instantly if you have a spatula!","ستدور ملعقة حولك بشكل متكرر. عندما تكون صحة الأعداء منخفضة، ستقضي هجماتك عليهم فورًا إذا كانت لديك ملعقة.","每隔一段时间，锅铲就会出现在你身边。有锅铲时，你的攻击可以立刻击倒生命值较低的敌方目标！","每隔一段時間，鍋鏟就會出現並在你身邊環繞。持有鍋鏟時，你的攻擊可以立刻擊殺生命值較低的敵方目標！","Von Zeit zu Zeit umkreist dich ein Pfannenwender. Wenn du einen Pfannenwender hast, besiegen deine Angriffe Gegner mit geringen Trefferpunkten sofort!","Una espátula orbitará a tu alrededor periódicamente. Si tienes una espátula, tus ataques derrotarán a los enemigos que tengan poca salud al instante.","Ympärillesi ilmestyy säännöllisesti paistinlasta, jonka ollessa aktiivisena tyrmäät hyökkäyksilläsi saman tien ne rämäpäät, joilla on vähän elinvoimaa jäljellä.","Une spatule tourne autour de vous périodiquement. Vos attaquent éliminent directement les ennemis qui ont peu de PV si vous avez une spatule !","שפכטל יסתובב סביבך מעת לעת. כאשר מצב הבריאות של האויבים נמוך, ההתקפות שלך יפילו אותם באופן מיידי אם יש בידך שפכטל!","Sebuah spatula akan muncul mengitarimu secara berkala. Jika kamu menyerang lawan dengan kesehatan rendah saat memiliki spatula, mereka bisa tumbang seketika!","Ogni tanto una spatola inizierà a orbitarti intorno e, finché la vedi, i tuoi attacchi elimineranno all'istante i nemici con poca salute.","フライ返しが定期的に周囲を旋回する。フライ返しが周回中に低HPの敵に攻撃を当てると、一撃で倒すことができる。","뒤집개가 주기적으로 주위를 맴돕니다. 뒤집개가 있을 때 HP가 낮은 적을 공격하면 해당 적이 즉시 처치됩니다!","Spatula akan mengelilingi anda secara berkala. Apabila nilai nyawa musuh rendah, serangan anda akan segera menewaskan mereka jika anda ada spatula!","Er draait regelmatig een spatel rondom je. Als vijanden weinig gezondheid hebben, zullen je aanvallen ze meteen uitschakelen als je een spatel hebt!","Szpatułka krąży od czasu do czasu wokół Ciebie. Gdy wrogowie mają mało punktów życia, Twoje ataki od razu ich wykańczają i dają Ci tymczasową niewidzialność, jeśli masz szpatułkę!","Uma espátula orbita ao seu redor de vez em quando. Se você estiver com ela, os seus ataques eliminam inimigos com pouca saúde instantaneamente!","Вокруг бойца иногда кружится лопатка. Если у врага мало здоровья, боец с лопаткой моментально побеждает его при атаке.","ตะหลิวจะหมุนรอบตัวคุณเป็นระยะๆ เมื่อศัตรูมีพลังชีวิตต่ำ การโจมตีของคุณจะปลิดชีวิตของศัตรูในทันทีหากคุณมีตะหลิว!","Düzenli aralıklarla etrafında bir spatula döner. Düşmanların sağlığı azaldığında spatulan varsa saldırılarınla onları anında alt edebilirsin!","Một chiếc xẻng nấu ăn sẽ quay quanh bạn theo chu kỳ. Khi đối thủ còn ít máu, đòn tấn công của bạn sẽ ngay lập tức hạ gục họ nếu bạn đang có một chiếc xẻng!"
"TID_SB_ASSASSIN_2_DESC","A spatula will periodically orbit around you. When enemies are low on health, your attacks will take them down instantly, and you also get a speed boost when defeating an enemy with a spatula!","ستدور ملعقة حولك بشكل متكرر. عندما تكون صحة الأعداء منخفضة، ستقضي هجماتك عليهم فورًا، وستحصل أيضًا على زيادة في السرعة عند هزيمة أحد الأعداء بملعقة.","每隔一段时间，锅铲就会出现在你身边。有锅铲时，你的攻击可以立刻击倒生命值较低的敌方目标。借助锅铲效果击倒敌人，还可提升你的移动速度！","每隔一段時間，鍋鏟就會出現並在你身邊環繞。持有鍋鏟時，你的攻擊可以立刻擊殺生命值較低的敵方目標。借助鍋鏟擊殺敵人還會提升你的移動速度！","Von Zeit zu Zeit umkreist dich ein Pfannenwender. Wenn du einen Pfannenwender hast, besiegen deine Angriffe Gegner mit geringen Trefferpunkten sofort. Außerdem erhältst du Extratempo, nachdem du mit einem Pfannenwender einen Gegner besiegst!","Una espátula orbitará a tu alrededor periódicamente. Si tienes una espátula, tus ataques derrotarán a los enemigos que tengan poca salud al instante; además, recibirás un potenciador de velocidad al derrotar a un enemigo.","Ympärillesi ilmestyy säännöllisesti paistinlasta, jonka ollessa aktiivisena tyrmäät hyökkäyksilläsi saman tien ne rämäpäät, joilla on vähän elinvoimaa jäljellä. Saat myös lisää nopeutta tyrmättyäsi vastustajan paistinlastalla!","Une spatule tourne autour de vous périodiquement. Vos attaquent éliminent directement les ennemis qui ont peu de PV et vous gagnez un boost de vitesse à chaque élimination si vous avez une spatule !","שפכטל יסתובב סביבך מעת לעת. כאשר מצב הבריאות של האויבים נמוך, ההתקפות שלך יפילו אותם באופן מיידי, ואם תביסו אויב באמצעות שפכטל, תרגישו גם האצה במהירות אחרי הפגיעה!","Sebuah spatula akan muncul mengitarimu secara berkala. Jika kamu menyerang lawan dengan kesehatan rendah saat memiliki spatula, mereka bisa tumbang seketika! Saat menumbangkan lawan, kecepatan gerakanmu juga akan meningkat!","Ogni tanto una spatola inizierà a orbitarti intorno e, finché la vedi, i tuoi attacchi elimineranno all'istante i nemici con poca salute e ti muoverai più velocemente dopo averne sconfitto uno.","フライ返しが定期的に周囲を旋回する。フライ返しが周回中に低HPの敵に攻撃を当てると、一撃で倒すことができる。さらに倒した後は移動速度が上昇する！","뒤집개가 주기적으로 주위를 맴돕니다. 뒤집개가 있을 때 HP가 낮은 적을 공격하면 해당 적이 즉시 처치되고 적을 처치하면 이동 속도가 증가합니다!","Spatula akan mengelilingi anda secara berkala. Apabila nilai nyawa musuh rendah, serangan anda akan segera menewaskan mereka dan anda juga mendapat galakan kelajuan apabila mengalahkan musuh dengan spatula!","Er draait regelmatig een spatel rondom je. Als vijanden weinig gezondheid hebben, zullen je aanvallen ze meteen uitschakelen. Je krijgt ook een snelheidsboost als je een vijand verslaat met een spatel!","Szpatułka krąży od czasu do czasu wokół Ciebie. Gdy wrogowie mają mało punktów życia, Twoje ataki od razu ich wykańczają. Po pokonaniu wroga szpatułką zyskujesz też zwiększoną prędkość!","Uma espátula orbita ao seu redor de vez em quando. Se você estiver com ela, os seus ataques eliminam inimigos com pouca saúde instantaneamente! Além disso, ao derrotar um inimigo, você recebe um aumento de velocidade!","Вокруг бойца иногда кружится лопатка. Если у врага мало здоровья, боец с лопаткой моментально побеждает его при атаке, а затем ускоряется.","ตะหลิวจะหมุนรอบตัวคุณเป็นระยะๆ เมื่อศัตรูมีพลังชีวิตต่ำ การโจมตีของคุณจะปลิดชีวิตของศัตรูในทันที และคุณยังจะได้รับบูสต์ความเร็วเมื่อจัดการศัตรูด้วยตะหลิวได้!","Düzenli aralıklarla etrafında bir spatula döner. Düşmanların sağlığı azaldığında saldırılarınla onları anında alt edebilirsin ve bir düşmanı spatulayla yok ettiğinde hızın artar!","Một chiếc xẻng nấu ăn sẽ quay quanh bạn theo chu kỳ. Khi đối thủ còn ít máu, đòn tấn công của bạn sẽ ngay lập tức hạ gục họ. Bạn cũng sẽ được tăng tốc độ di chuyển mỗi khi hạ gục một đối thủ bằng một chiếc xẻng!"
"TID_SB_ASSASSIN_3_DESC","A spatula will periodically orbit around you. When enemies are low on health, your attacks will take them down instantly, you also get a speed boost, and you become invisible when defeating an enemy with a spatula!","ستدور ملعقة حولك بشكل متكرر. عندما تكون صحة الأعداء منخفضة، ستقضي هجماتك عليهم فورًا، وستحصل أيضًا على زيادة في السرعة، وتصبح غير مرئي عند هزيمة أحد الأعداء بملعقة.","每隔一段时间，锅铲就会出现在你身边。有锅铲时，你的攻击可以立刻击倒生命值较低的敌方目标。借助锅铲效果击倒敌人，还可提升你的移动速度，并进入隐身状态！","每隔一段時間，鍋鏟就會出現並在你身邊環繞。持有鍋鏟時，你的攻擊可以立刻擊殺生命值較低的敵方目標。借助鍋鏟擊殺敵人還會提升你的移動速度，並進入隱身狀態！","Von Zeit zu Zeit umkreist dich ein Pfannenwender. Wenn du einen Pfannenwender hast, besiegen deine Angriffe Gegner mit geringen Trefferpunkten sofort. Außerdem erhältst du Extratempo und wirst unsichtbar, nachdem du mit einem Pfannenwender einen Gegner besiegst!","Una espátula orbitará a tu alrededor periódicamente. Si tienes una espátula, tus ataques derrotarán a los enemigos que tengan poca salud al instante; además, recibirás un potenciador de velocidad y te volverás invisible al derrotar a un enemigo.","Ympärillesi ilmestyy säännöllisesti paistinlasta, jonka ollessa aktiivisena tyrmäät hyökkäyksilläsi saman tien ne rämäpäät, joilla on vähän elinvoimaa jäljellä. Saat myös lisää nopeutta ja muutut näkymättömäksi tyrmättyäsi vastustajan paistinlastalla!","Une spatule tourne autour de vous périodiquement. Vos attaquent éliminent directement les ennemis qui ont peu de PV, et vous gagnez un boost de vitesse et devenez invisible à chaque élimination si vous avez une spatule !","שפכטל יסתובב סביבך מעת לעת. כאשר מצב הבריאות של האויבים נמוך, ההתקפות שלך יפילו אותם באופן מיידי, ואם תביסו אויב באמצעות שפכטל, תרגישו גם האצה במהירות ותהפכו לרואים ואינם נראים אחרי הפגיעה!","Sebuah spatula akan muncul secara berkala. Jika kamu menyerang lawan dengan kesehatan rendah saat memiliki spatula, mereka bisa tumbang seketika! Saat menumbangkan lawan, kecepatan gerakanmu juga akan meningkat dan kamu jadi tak terlihat!","Ogni tanto una spatola inizierà a orbitarti intorno e, finché la vedi, i tuoi attacchi elimineranno all'istante i nemici con poca salute e, dopo averne sconfitto uno, diventerai invisibile e ti muoverai più velocemente.","フライ返しが定期的に周囲を旋回する。フライ返しが周回中に低HPの敵に攻撃を当てると、一撃で倒すことができる。さらに倒した後は移動速度が上昇して自分が透明化する！","뒤집개가 주기적으로 주위를 맴돕니다. 뒤집개가 있을 때 HP가 낮은 적을 공격하면 해당 적이 즉시 처치됩니다. 적을 처치하면 이동 속도가 증가하고 투명 상태가 됩니다!","Spatula akan mengelilingi anda secara berkala. Apabila nilai nyawa musuh rendah, serangan anda akan segera menewaskan mereka, anda juga mendapat galakan kelajuan dan menjadi halimunan apabila mengalahkan musuh dengan spatula!","Er draait regelmatig een spatel rondom je. Als vijanden weinig gezondheid hebben, zullen je aanvallen ze meteen uitschakelen. Je krijgt ook een snelheidsboost en wordt onzichtbaar als je een vijand verslaat met een spatel!","Szpatułka krąży od czasu do czasu wokół Ciebie. Gdy wrogowie mają mało punktów życia, Twoje ataki od razu ich wykańczają. Po pokonaniu wroga szpatułką zyskujesz też zwiększoną prędkość i niewidzialność!","Uma espátula orbita ao seu redor de vez em quando. Se você estiver com ela, os seus ataques eliminam inimigos com pouca saúde instantaneamente! Além disso, ao derrotar um inimigo, você recebe um aumento de velocidade e fica invisível!","Вокруг бойца иногда кружится лопатка. Если у врага мало здоровья, боец с лопаткой моментально побеждает его при атаке, а затем становится невидимым и ускоряется.","ตะหลิวจะหมุนรอบตัวคุณเป็นระยะๆ เมื่อศัตรูมีพลังชีวิตต่ำ การโจมตีของคุณจะปลิดชีวิตของศัตรูในทันที คุณยังจะได้รับบูสต์ความเร็ว และมีสถานะล่องหนเมื่อจัดการศัตรูด้วยตะหลิวได้!","Düzenli aralıklarla etrafında bir spatula döner. Düşmanların sağlığı azaldığında saldırılarınla onları anında alt edebilirsin ve hızın artar. Ayrıca bir düşmanı spatulayla yok ettiğinde görünmez olursun!","Một chiếc xẻng nấu ăn sẽ quay quanh bạn theo chu kỳ. Khi đối thủ còn ít máu, đòn tấn công của bạn sẽ ngay lập tức hạ gục họ. Bạn cũng sẽ được tăng tốc độ di chuyển và trở nên tàng hình mỗi khi hạ gục một đối thủ bằng một chiếc xẻng!"
"TID_ELECTRO_DRAGOON_BELLE_SKIN","DRAGOON BELLE","بيل رشاش التنين","驭龙贝尔","蒼龍騎兵","DRAGONER BELLE","BELLE DRACÓNICA","RAKUUNA-BELLE","BELLE DRACONIQUE","בל הדרקונית","BELLE DRAGON","BELLE REGINA DEI DRAGHI","ドラグーン ベル","용기사 벨","BELLE NAGA","DRAGONDER BELLE","BELLE DRAGON","BELLE DRAGONTINA","ДРАКОНЬЯ БЕЛЛЬ","เบลล์ ชนเผ่ามังกร","EJDERHA BELLE","BELLE ĐIỆN LONG"
"TID_ELECTRO_DRAGOON_BELLE_SHOP","DRAGOON BELLE","بيل رشاش التنين","驭龙贝尔","蒼龍騎兵","DRAGONER BELLE","BELLE DRACÓNICA","RAKUUNA-BELLE","BELLE DRACONIQUE","בל הדרקונית","BELLE DRAGON","BELLE\nREGINA DEI DRAGHI","ドラグーン\nベル","용기사 벨","BELLE NAGA","DRAGONDER BELLE","BELLE DRAGON","BELLE\nDRAGONTINA","ДРАКОНЬЯ БЕЛЛЬ","เบลล์ ชนเผ่ามังกร","EJDERHA BELLE","BELLE\nĐIỆN LONG"
"TID_ROCKET_GIRL_ORIGINAL","FRESH CUT BROCK","بروك بتصفيفة جديدة","新发型布洛克","勁爆新髮型","FRISIERTER BROCK","BROCK PEINADO","TYYLITUKKA-BROCK","BROCK STYLÉ","רוק חדש-דנדש","BROCK SLEBOR BARU","BROCK POMPADOUR","ツーブロック","쿨 헤어 브록","BROCK RAMBUT BERGAYA","NIEUW KAPSEL-BROCK","BROCK PROSTO OD FRYZJERA","BROCK NO ESTILO","СТИЛЬНЫЙ БРОК","บร็อค ทรงผมเฟี้ยวเงาะ","YENİ KESİM BROCK","BROCK ĐIỂN TRAI"
"TID_ROCKET_GIRL_ORIGINAL_SHOP","FRESH CUT\nBROCK","بروك\nبتصفيفة جديدة","新发型布洛克","勁爆新髮型","FRISIERTER\nBROCK","BROCK\nPEINADO","TYYLITUKKA-\nBROCK","BROCK\nSTYLÉ","רוק\nחדש-דנדש","BROCK\nSLEBOR BARU","BROCK\nPOMPADOUR","ツーブロック","쿨 헤어 브록","BROCK\nRAMBUT BERGAYA","NIEUW KAPSEL-\nBROCK","BROCK\nPROSTO OD FRYZJERA","BROCK\nNO ESTILO","СТИЛЬНЫЙ\nБРОК","บร็อค\nทรงผมเฟี้ยวเงาะ","YENİ KESİM\nBROCK","BROCK\nĐIỂN TRAI"
"TID_KICKER_DUDE_FANS_FANG_SKIN","THE FANS' FANG","فانج حبيب الجماهير","游戏迷阿方","電玩小子","FANIDOL FANG","FANG\nPARA FANS","FANIEN FANG","FANG DES FANS","פאנג המפונפן","FANG FANDOM","FANG IDOLO DEI FAN","ゲーマー ファング","e스포츠 팽","FANG PEMAIN","FAN VAN FANG","KIBICOWY KIEŁ","FANG FÃ","ФАНАТ ФЭНГ","แฟง แฟนคลับ","FANATİK FANG","FANG THẦN TƯỢNG CỦA FAN"
"TID_KICKER_DUDE_FANS_FANG_SKIN_SHOP","THE FANS'\nFANG","فانج\nحبيب الجماهير","游戏迷阿方","電玩小子","FANIDOL\nFANG","FANG\nPARA FANS","FANIEN\nFANG","FANG\nDES FANS","פאנג\nהמפונפן","FANG\nFANDOM","FANG\nIDOLO DEI FAN","ゲーマー\nファング","e스포츠 팽","FANG\nPEMAIN","FAN VAN\nFANG","KIBICOWY\nKIEŁ","FANG\nFÃ","ФАНАТ\nФЭНГ","แฟง\nแฟนคลับ","FANATİK\nFANG","FANG\nTHẦN TƯỢNG CỦA FAN"
"TID_FISHTANK_HARVEST_SKIN","MOON GUARDIAN HANK","هانك حارس القمر","蟾宫明汉克","耀月玉兔","MONDWÄCHTER HANK","HANK\nGUARDIÁN LUNAR","KUUSOTILAS-HANK","HANK GARDIEN LUNAIRE","האנק שומר הירח","HANK PELINDUNG BULAN","HANK GUARDIANO LUNARE","月の守護者 ハンク","달의 수호자 행크","HANK PELINDUNG BULAN","MAANLANTAARN-HANK","STRAŻNIK KSIĘŻYCA HANK","HANK GUARDIÃO LUNAR","ЛУННЫЙ СТРАЖ ХЭНК","ผู้พิทักษ์จันทรา แฮงค์","AY MUHAFIZI HANK","HANK HỘ VỆ MẶT TRĂNG"
"TID_FISHTANK_HARVEST_SKIN_SHOP","MOON GUARDIAN\nHANK","هانك\nحارس القمر","蟾宫明汉克","耀月玉兔","MONDWÄCHTER\nHANK","HANK\nGUARDIÁN LUNAR","KUUSOTILAS-\nHANK","HANK\nGARDIEN LUNAIRE","האנק\nשומר הירח","HANK\nPELINDUNG BULAN","HANK\nGUARDIANO LUNARE","月の守護者\nハンク","달의 수호자\n행크","HANK\nPELINDUNG BULAN","MAANLANTAARN-\nHANK","STRAŻNIK KSIĘŻYCA\nHANK","HANK\nGUARDIÃO LUNAR","ЛУННЫЙ СТРАЖ\nХЭНК","ผู้พิทักษ์จันทรา\nแฮงค์","AY MUHAFIZI\nHANK","HANK\nHỘ VỆ MẶT TRĂNG"
"TID_CROW_HARVEST_SKIN","MOON GUARDIAN CROW","كرو حارس القمر","明月升黑鸦","耀月火鴉","MONDWÄCHTER CROW","CROW\nGUARDIÁN LUNAR","KUUSOTILAS-CROW","CORBAC GARDIEN LUNAIRE","קרואו שומר הירח","CROW PELINDUNG BULAN","CORVO GUARDIANO LUNARE","月の守護者 クロウ","달의 수호자 크로우","CROW PELINDUNG BULAN","MAANBEWAKER CROW","STRAŻNIK KSIĘŻYCA KRUK","CORVO GUARDIÃO LUNAR","ЛУННЫЙ СТРАЖ ВОРОН","ผู้พิทักษ์จันทรา โครว","AY MUHAFIZI CROW","QUẠ HỘ VỆ MẶT TRĂNG"
"TID_CROW_HARVEST_SKIN_SHOP","MOON GUARDIAN\nCROW","كرو\nحارس القمر","明月升黑鸦","耀月火鴉","MONDWÄCHTER\nCROW","CROW\nGUARDIÁN LUNAR","KUUSOTILAS-\nCROW","CORBAC\nGARDIEN LUNAIRE","קרואו\nשומר הירח","CROW\nPELINDUNG BULAN","CORVO\nGUARDIANO LUNARE","月の守護者\nクロウ","달의 수호자\n크로우","CROW\nPELINDUNG BULAN","MAANBEWAKER\nCROW","STRAŻNIK KSIĘŻYCA\nKRUK","CORVO\nGUARDIÃO LUNAR","ЛУННЫЙ СТРАЖ\nВОРОН","ผู้พิทักษ์จันทรา\nโครว","AY MUHAFIZI\nCROW","QUẠ\nHỘ VỆ MẶT TRĂNG"
"TID_JESTER_HARVEST_SKIN","MOON GUARDIAN CHESTER","تشيستر حارس القمر","鱼龙舞切斯特","耀月神龍","MONDWÄCHTER CHESTER","CHESTER\nGUARDIÁN LUNAR","KUUSOTILAS-CHESTER","CHESTER GARDIEN LUNAIRE","צ‘סטר שומר הירח","CHESTER PELINDUNG BULAN","CHESTER GUARDIANO LUNARE","月の守護者 チェスター","달의 수호자 체스터","CHESTER PELINDUNG BULAN","MAANBEWAKER CHESTER","STRAŻNIK KSIĘŻYCA CHESTER","CHESTER GUARDIÃO LUNAR","ЛУННЫЙ СТРАЖ ЧЕСТЕР","ผู้พิทักษ์จันทรา เชสเตอร์","AY MUHAFIZI CHESTER","CHESTER HỘ VỆ MẶT TRĂNG"
"TID_JESTER_HARVEST_SKIN_SHOP","MOON GUARDIAN\nCHESTER","تشيستر\nحارس القمر","鱼龙舞切斯特","耀月神龍","MONDWÄCHTER\nCHESTER","CHESTER\nGUARDIÁN LUNAR","KUUSOTILAS-\nCHESTER","CHESTER\nGARDIEN LUNAIRE","צ‘סטר\nשומר הירח","CHESTER\nPELINDUNG BULAN","CHESTER\nGUARDIANO LUNARE","月の守護者\nチェスター","달의 수호자\n체스터","CHESTER\nPELINDUNG BULAN","MAANBEWAKER\nCHESTER","STRAŻNIK KSIĘŻYCA\nCHESTER","CHESTER\nGUARDIÃO LUNAR","ЛУННЫЙ СТРАЖ\nЧЕСТЕР","ผู้พิทักษ์จันทรา\nเชสเตอร์","AY MUHAFIZI\nCHESTER","CHESTER\nHỘ VỆ MẶT TRĂNG"
"TID_BARREL_BOT_PLANKTON_SKIN","PLANKTON DARRYL","داريل شمشون","痞老板达里尔","皮老闆達里爾","PLANKTON DARRYL","DARRYL PLANKTON","PLANKTON-DARRYL","DARRYL PLANKTON","פלנקטון דאריל","DARRYL PLANKTON","BARRYL PLANKTON","プランクトン ダリル","플랑크톤 대릴","DARRYL PLANKTON","PLANKTON-DARRYL","PLANKTON DARRYL","DARRYL PLANKTON","ПЛАНКТОН ДЭРРИЛ","แพลงตอน ดารีล","PLANKTON DARRYL","DARRYL PLANKTON"
"TID_BARREL_BOT_PLANKTON_SKIN_SHOP","PLANKTON DARRYL","داريل شمشون","痞老板达里尔","皮老闆達里爾","PLANKTON DARRYL","DARRYL PLANKTON","PLANKTON-DARRYL","DARRYL PLANKTON","פלנקטון דאריל","DARRYL PLANKTON","BARRYL PLANKTON","プランクトン\nダリル","플랑크톤 대릴","DARRYL PLANKTON","PLANKTON-DARRYL","PLANKTON DARRYL","DARRYL\nPLANKTON","ПЛАНКТОН ДЭРРИЛ","แพลงตอน ดารีล","PLANKTON DARRYL","DARRYL\nPLANKTON"
"TID_MECHANIC_SANDY_SKIN","SANDY JESSIE","جيسي ساندي","珊迪杰西","珊迪潔西","SANDY JESSIE","JESSIE ARENITA","SANNA-JESSIE","JESSIE SANDY","סנדי ג‘סי","JESSIE SANDY","JESSIE SANDY","サンディ ジェシー","다람이 제시","JESSIE SANDY","SANDY-JESSIE","PYSIA JESSIE","JESSIE SANDY","ДЖЕССЭНДИ","แซนดี้ เจสซี่","SANDY JESSIE","JESSIE SANDY"
"TID_MECHANIC_SANDY_SKIN_SHOP","SANDY JESSIE","جيسي ساندي","珊迪杰西","珊迪潔西","SANDY JESSIE","JESSIE ARENITA","SANNA-JESSIE","JESSIE SANDY","סנדי ג‘סי","JESSIE SANDY","JESSIE SANDY","サンディ\nジェシー","다람이 제시","JESSIE SANDY","SANDY-JESSIE","PYSIA JESSIE","JESSIE\nSANDY","ДЖЕССЭНДИ","แซนดี้ เจสซี่","SANDY JESSIE","JESSIE\nSANDY"
"TID_CLUSTER_BOMB_DUDE_KRABS_SKIN","MR. KRABS TICK","تيك مستر سلطع","蟹老板迪克","蟹老闆滴答","MR. KRABS TICK","TICK\nDON CANGREJO","HERRA RAPU -TICK","TICK M. KRABS","מר סרטן-טיק","TICK MR. KRABS","TICK MR. KRAB","カーニさん ティック","집게사장 틱","TICK MR. KRABS","MENEER KRABS-TICK","PAN KRAB TICK","SR. TICK SIRIGUEJO","МИСТЕР ТИКС","มิสเตอร์แคร็บ ติ๊กต็อก","BAY YENGEÇ TICK","TICK ÔNG KRABS"
"TID_CLUSTER_BOMB_DUDE_KRABS_SKIN_SHOP","MR. KRABS\nTICK","تيك\nمستر سلطع","蟹老板迪克","蟹老闆滴答","MR. KRABS\nTICK","TICK\nDON CRANGREJO","HERRA RAPU\n-TICK","TICK\nM. KRABS","מר סרטן\n-טיק","TICK\nMR. KRABS","TICK MR. KRAB","カーニさん\nティック","집게사장 틱","TICK\nMR. KRABS","MENEER KRABS-\nTICK","PAN KRAB\nTICK","SR. TICK\nSIRIGUEJO","МИСТЕР ТИКС","มิสเตอร์แคร็บ\nติ๊กต็อก","BAY YENGEÇ\nTICK","TICK\nÔNG KRABS"
"TID_ROPE_DUDE_PATRICK_SKIN","BUZZ PATRICK","باز بسيط","派大星巴兹","派大星霸子","PATRICK BUZZ","BUZZ PATRICIO","PATRIK-BUZZ","BUZZ PATRICK","באז פטריק","BUZZ PATRICK","BUZZ PATRICK","パトリック バズ","뚱이 버즈","BUZZ PATRICK","PATRICK-BUZZ","BUZZ PATRYK","BUZZ PATRICK","БАЗЗТРИК","แพทริก บัซ","PATRICK BUZZ","BUZZ PATRICK"
"TID_ROPE_DUDE_PATRICK_SKIN_SHOP","BUZZ PATRICK","باز بسيط","派大星巴兹","派大星霸子","PATRICK BUZZ","BUZZ PATRICIO","PATRIK-BUZZ","BUZZ PATRICK","באז פטריק","BUZZ PATRICK","BUZZ PATRICK","パトリック\nバズ","뚱이 버즈","BUZZ PATRICK","PATRICK-BUZZ","BUZZ PATRYK","BUZZ\nPATRICK","БАЗЗТРИК","แพทริก บัซ","PATRICK BUZZ","BUZZ\nPATRICK"
"TID_UNDERTAKER_SQUIDWARD_SKIN","SQUIDWARD MORTIS","مورتيس شفيق","章鱼哥莫提斯","章魚哥莫提斯","THADDÄUS MORTIS","MORTIS CALAMARDO","JALMARI-MORTIS","MORTIS CARLO","סקווידוויד מורטיס","MORTIS SQUIDWARD","MORTIS SQUIDDI","イカルド モーティス","징징이 모티스","MORTIS SQUIDWARD","OCTO-MORTIS","SKALMAR MORTIS","MORTIS MOLUSCO","СКВИДВОРТИС","สควิดวอร์ด มอร์ติส","SQUIDWARD MORTIS","MORTIS SQUIDWARD"
