"TID","EN","AR","CN","CNT","DE","ES","FI","FR","HE","ID","IT","JP","KR","MS","NL","PL","PT","RU","TH","TR","VI"
"TID_MEEPLE_DESC","Meeple knows the rules to every board game in existence and if you break them... Well let's just say you don't want to break them. They hate cheaters and those who don't follow the rules. There's one exception to the rules... Meeple themselves!","يعرف ميبل قواعد جميع الألعاب اللوحية التي تم ابتكارها، وإذا خالفتها... حسنًا، دعنا نقول فقط إنك لا تريد خرقها. إنه يكره الغشاشين وأولئك الذين لا يتبعون القواعد. الاستثناء الوحيد للقواعد... هو ميبل ذات نفسه!","谜宝了解古今中外所有桌游的规则。如果你胆敢不守规则......嗯，你们不会不守规则的。谜宝痛恨作弊者，还有不守规矩的家伙。但规则也有例外，那就是谜宝自己！","謎寶了解從古至今所有桌遊的規則。如果你膽敢不守規則......嗯，我只能說你不會想破壞規則的。謎寶痛恨作弊者，還有不守規矩的傢伙。但規則也有個例外，那就是謎寶自己！","Meeple kennt die Regeln jedes einzelnen Brettspiels und falls du sie brichst ... Sagen wir einfach, das solltest du nicht tun. Meeple hasst alle Schummler und Regelbrecher bis auf eine Ausnahme: Meeple selbst!","Meeple conoce las reglas de todos los juegos de mesa del mundo, y si las rompes... Bueno, será mejor que no lo hagas, porque odia las trampas y que no se sigan las normas. Eso sí, ¡Meeple puede saltárselas cuando quiera!","Meeple tietää kaikkien pelilautojen säännöt, ja jos erehdyt rikkomaan niitä... No, sanotaan vaikka näin, että ei kannata. Meeple inhoaa huijareita ja sääntöjen kiertäjiä. Sääntöihin on vain yksi poikkeus – Meeple itse!","Meeple connaît les règles de tous les jeux de société du monde ! Et gare à vous si vous ne les respectez pas... Il abhorre les tricheurs et les mauvais joueurs. Il n'y a qu'une seule exception à la règle, et elle s'appelle Meeple !","המיפלים יודעים את החוקים של כל משחקי הלוח, ואם תעברו על החוקים... המממ… בואו נגיד שלא כדאי לכם. הם שונאים רמאים ואת כל מי שלא מציית לכללים. אם כי יש יוצאים מן הכלל... המיפלים עצמם!","Meeple hafal semua peraturan dari tiap permainan papan di dunia. Jika melanggar, kamu pasti akan menyesal karena Meeple benci orang yang curang dan tidak taat aturan. Meski begitu, hanya ada satu orang yang mendapat pengecualian: Meeple sendiri!","Meeple sa le regole di qualsiasi gioco da tavolo che sia mai esistito e, se non le segui... Beh, meglio che tu non lo scopra. Odia quelli che giocano sporco, ma sui suoi imbrogli non ha proprio nulla da dire!","古今東西のボードゲームに精通していて、ズルや違反をするプレイヤーが大嫌い。ルール違反をしようものなら... 大変なことになるとだけ言っておこう。ただし、ルールを超越した例外的人物も存在する... ルールを司るミープル自身だ！","미플은 이 세상에 존재하는 모든 보드게임의 규칙을 꿰뚫고 있습니다. 그리고 하나 확실히 말씀드리죠... 규칙을 어기고 싶지는 않으실 겁니다. 미플은 속임수나 규칙 위반을 극도로 싫어하거든요. 하지만 깐깐한 미플의 규칙에도 단 하나의 예외가 있습니다. 바로 미플 자신은 속임수를 써도 된다는 것이죠!","Meeple tahu peraturan untuk setiap permainan papan yang wujud dan jika anda tidak ikut... Lebih baik ikut saja. Dia benci orang yang main kotor dan tidak mengikut peraturan. Tetapi ada satu pengecualian... dia sendiri!","Meeple kent de regels van elk bordspel ooit en als je ze breekt... Laten we gewoon zeggen dat je ze best niet breekt. Valsspelers en regelbrekers worden niet getolereerd. Maar er is één uitzondering op de regels... Meeple zelf!","Meeple zna zasady każdej gry planszowej na świecie i biada temu, kto je złamie. Nie znosi oszustów i tych, którzy nie przestrzegają zasad. Jedynym wyjątkiem od reguł jest... oczywiście Meeple!","Meeple conhece as regras de todos os jogos de tabuleiro, e se você ousar quebrá-las... vai se arrepender. Ande na linha e não trapaceie, a menos que você seja Meeple. Aí, tudo bem!","Мипл знает правила всех настольных игр во Вселенной, и тому, кто их нарушит, не поздоровится. Мипл терпеть не может читеров и тех, кто не следует правилам. Нет никого и ничего выше правил... Разве что Мипл собственной персоной!","มีเปิ้ลรู้กฎเกณฑ์ของทุกบอร์ดเกมที่มีอยู่บนโลก และหากคุณแหกกฎนั้น... เอาเป็นว่าคุณไม่อยากแหกกฎพวกนั้นแน่ๆ มีเปิ้ลเกลียดคนขี้โกงและคนที่ไม่ทำตามกฎเป็นที่สุด มีเพียงหนึ่งเดียวเท่านั้นที่ละเว้นกฎได้... นั่นก็คือมีเปิ้ล!","Meeple, tüm kutu oyunlarının kurallarını biliyor ve kurallara uymazsan... Ne olacağını görmek istemezsin. Hile yapanlardan ve kuralları bozanlardan hiç hoşlanmaz. Kurallara uymasına gerek olmayan sadece bir kişi var... O da Meeple'ın ta kendisi!","Meeple thông thạo luật lệ của tất cả các trò chơi cờ bàn hiện có. Meeple chúa ghét những kẻ gian lận hay phá luật, vì vậy hãy cẩn thận đừng làm điều đó trước mặt Meeple. Người duy nhất có thể phá luật chính là... Meeple!"
"TID_MEEPLE_WEAPON_DESC","Meeple shoots various projectiles that will slightly home towards the nearest enemy.","يطلق ميبل قذائف متنوعة تتوجه بشكل طفيف نحو أقرب عدو.","谜宝发射子弹攻击敌人，子弹可向最近的敌人小幅度偏转。","謎寶射出的子彈會小幅度自動轉向，飛向最近的敵人。","Meeple verschießt Projektile, die sich geringfügig auf den am nächsten stehenden Gegner zubewegen.","Meeple dispara varios proyectiles que se dirigirán al enemigo más cercano.","Meeple ampuu erilaisia ammuksia, jotka hakeutuvat hieman lähintä vastustajaa kohti.","Meeple tire des projectiles qui visent légèrement la cible la plus proche.","מיפל יורה קליעים שונים שסטים מעט מנתיבם כדי לפגוע באויב הקרוב ביותר.","Meeple menembakkan beragam proyektil yang memburu lawan terdekat.","Meeple spara vari colpi che inseguono leggermente il nemico più vicino.","一番近くの敵をわずかに追尾する弾丸を発射する。","가장 가까운 적을 향해 날아가는 다양한 발사체를 발사합니다.","Meeple menembak beberapa projektil yang akan bergerak sedikit ke arah musuh terdekat.","Meeple schiet verschillende projectielen af die lichtjes afbuigen richting de dichtstbijzijnde vijand.","Meeple wystrzeliwuje pociski, które kierują się w stronę najbliższego wroga.","Meeple dispara vários projéteis que seguem o inimigo mais próximo.","Мипл стреляет снарядами, которые слегка притягиваются к ближайшему противнику.","มีเปิ้ลยิงกระสุนจำนวนมากที่จะติดตามเป้าหมายได้เล็กน้อยไปทางศัตรูที่อยู่ใกล้ที่สุด","Meeple, hafifçe en yakın düşmana doğru yönelen bir yıldız atar.","Meeple bắn ra một loạt đạn với hướng bay hơi chếch về phía kẻ địch gần nhất."
"TID_MEEPLE_ULTI_DESC","Meeple cheats, somehow rolling a NAT21 on a d20, allowing all team projectiles in the Super area to pierce through environment for <c00cc00><VALUE1></c> seconds.","يغش ميبل بطريقة ما؛ حيث يتمكن من دحرجة الزهر على الأرقام المحظوظة، مما يسمح لجميع مقذوفات الفريق في منطقة الزخم باختراق عناصر البيئة لمدة <c00cc00><VALUE1></c> ث.","谜宝对骰子做了手脚，用一个20面骰扔出了原生21点！因此，友方所有弹道类攻击，都可穿透谜宝超级技能范围内的场景物体，持续<c00cc00><VALUE1></c>秒。","謎寶對骰子動了手腳，用一個20面骰丟出了原生21點！因此，謎寶超級技能範圍內的場景物體，都可被友方射出的所有子彈穿透，持續<c00cc00><VALUE1></c>秒。","Meeple schummelt und schafft mit einem 20-seitigen Würfel eine Natural 21. Dadurch können Projektile aus dem eigenen Team in der Superskill-Fläche <c00cc00><VALUE1></c> Sekunden lang Hindernisse durchdringen.","De alguna forma, Meeple consigue un 21 natural en un dado de 20 caras. Los proyectiles del equipo que se encuentren en el área del súper atraviesan el entorno durante <c00cc00><VALUE1></c> segundos.","Meeple huijaa ja heittää jotenkin 21 käyttäen 20-sivuista noppaa. Joukkueen kaikki ammukset lävistävät ympäristöä superin vaikutusalueella <c00cc00><VALUE1></c> sekunnin ajan.","Meeple roule un 21 naturel sur un D20 (on se demande comment) : tous les projectiles alliés dans la zone du super traversent l'environnement pendant <c00cc00><VALUE1></c> seconde(s).","צ'יטים של מיפל איכשהו מגלגלים NAT21 על d20, ומאפשרים לכל קליעי הצוות בטווח תכונת הסופר לחדור דרך הסביבה למשך <c00cc00><VALUE1></c> שניות.","Siapa bilang Meeple tidak mungkin curang? Dia melempar dadu 20, tetapi yang keluar 21! Dengan hasil kritikal ini, semua proyektil rekan tim di area Super mampu menembus lingkungan selama <c00cc00><VALUE1></c> detik.","Meeple tira un d20 e, inspiegabilmente, esce un 21 naturale, che permette ai suoi colpi e a quelli degli alleati di attraversare gli ostacoli ambientali per <c00cc00><VALUE1></c> secondi, a patto di essere sferrati nell'area della super.","ルールを司るミープル自身がズルをして20面ダイスで「21」をロールし、<c00cc00><VALUE1></c>秒にわたって、範囲内のすべての味方の発射物が障害物を貫通するようになる。","20면체 주사위를 굴렸는데 숫자 21이 나오도록 미플이 속임수를 썼습니다. <c00cc00><VALUE1></c>초 동안 특수 공격 범위 내 모든 아군의 발사체가 지형물을 관통합니다.","Meeple main kotor, membaling dadu 20 sisi, tapi dapat nombor 21, membolehkan semua projektil rakan sepasukan dalam kawasan Super menembusi halangan persekitaran untuk <c00cc00><VALUE1></c> saat.","Meeple speelt vals en rolt een NAT21 met een d20-dobbelsteen, waardoor alle projectielen van teamgenoten binnen het supergebied <c00cc00><VALUE1></c> seconden lang door de omgeving heen gaan.","Meeple oszukuje, jakimś cudem wyrzucając NAT21 na kostce d20, dzięki czemu wszystkie pociski drużyny w obszarze działania superataku przeszywają elementy otoczenia przez <c00cc00><VALUE1></c> s.","Meeple trapaceia e tira 21 no d20. Durante <c00cc00><VALUE1></c> segundos, todos os aliados na área do Super têm projéteis que atravessam obstáculos.","Мипл читерит и каким-то образом выкидывает 21 на кубике с 20 гранями. В результате этого все снаряды союзников в области действия Супера могут проходить сквозь стены и врагов в течение <c00cc00><VALUE1></c> с.","มีเปิ้ลโกงด้วยการทอยเต๋า NAT21 บนช่อง d20 ทำให้การโจมตีทั้งหมดของทีมที่อยู่ในบริเวณท่าไม้ตายสามารถทะลุผ่านสิ่งแวดล้อมเป็นระยะเวลา <c00cc00><VALUE1></c> วินาที","Meeple hile yapıp 20'lik zarda bir şekilde 21 atmayı başarır. <c00cc00><VALUE1></c> saniye boyunca süperinin etkili olduğu alanda takımının tüm atışları engellerin içinden geçer.","Meeple gian lận, đổ xúc xắc 20 mặt nhưng lại được 21 điểm. Nhờ đó, tất cả đòn tấn công của đồng đội đang đứng trong phạm vi Tuyệt chiêu sẽ xuyên qua chướng ngại vật trong <c00cc00><VALUE1></c> giây."
"TID_MEEPLE_GADGET_1","MANSIONS OF MEEPLE","قصور ميبل","谜宝庄园","謎寶莊園","ZWICKMÜHLE","TIRADA MAESTRA","MEEPLELINNA","CITÉ MÉDIÉVALE","האחוזות של מיפל","KASTEL MEEPLE","TORRI LANCIADADI","マンション・オブ・ミープル","미플의 저택","RUMAH AGAM MEEPLE","GEDOBBELD","PAŁACE MEEPLE","DADOS VICIADOS","ЗАМКИ И ДРАКОНЫ","คฤหาสน์มีเปิ้ล","MEEPLE KULELERİ","DINH THỰ CỦA MEEPLE"
"TID_MEEPLE_GADGET_1_DESC","Meeple's next attack creates dice towers around the impact area and deals <c00cc00><VALUE1></c> damage.","تؤدي الهجمة التالية لميبل إلى إنشاء أبراج نرد حول منطقة التأثير وتلحق <c00cc00><VALUE1></c> من الضرر.","谜宝的下次攻击会召唤骰子塔围住落点区域，还能造成<c00cc00><VALUE1></c>伤害。","謎寶的下次攻擊會召喚骰塔圍住落點區域，還能造成<c00cc00><VALUE1></c>傷害。","Meeples nächster Angriff lässt um den getroffenen Bereich Würfeltürme entstehen und verursacht <c00cc00><VALUE1></c> Schaden.","El próximo ataque de Meeple forma torres de dados alrededor del área de impacto e inflige <c00cc00><VALUE1></c> puntos de daño.","Meeplen seuraava hyökkäys luo osuma-alueen ympärille noppatorneja ja tekee <c00cc00><VALUE1></c> pistettä tuhoa.","La prochaine attaque de Meeple fait apparaître des tours de dés autour de la zone et inflige <c00cc00><VALUE1></c> pts de dégâts.","ההתקפה הבאה של מיפל יוצרת מגדלי קוביות מסביב לאזור הפגיעה וגורמת <c00cc00><VALUE1></c> נזק.","Pada serangan berikutnya, menara dadu akan muncul di sekeliling area serangan dan memberikan <c00cc00><VALUE1></c> kerusakan.","L'attacco successivo all'attivazione del gadget crea delle torri lanciadadi attorno all'area d'impatto e causa <c00cc00><VALUE1></c> punti danno.","次の通常攻撃の着弾地点にサイコロの塔を生成し、<c00cc00><VALUE1></c>ダメージを与える。","다음 일반 공격이 적중한 영역에 주사위 성벽을 생성해 <c00cc00><VALUE1></c>의 피해를 줍니다.","Serangan Meeple yang seterusnya membuat menara dadu di sekitar kawasan terkesan dan melakukan <c00cc00><VALUE1></c> kerosakan.","Meeples volgende aanval creëert dobbelsteentorens rond het impactgebied en brengt <c00cc00><VALUE1></c> schade toe.","Następny atak Meeple tworzy wieżę z kostek wokół miejsca uderzenia i zadaje obrażenia (<c00cc00><VALUE1></c>).","O ataque seguinte de Meeple gera torres de dados ao redor da área de impacto e causa <c00cc00><VALUE1></c> de dano.","Следующая основная атака создаёт стену из кубиков вокруг области поражения и наносит <c00cc00><VALUE1></c> ед. урона.","การโจมตีครั้งถัดไปของมีเปิ้ลจะสร้างหอคอยลูกเต๋ารอบพื้นที่ที่กระทบและสร้างความเสียหาย <c00cc00><VALUE1></c> หน่วย","Meeple'ın sonraki saldırısı, etki alanının etrafında zar kuleleri oluşturur ve <c00cc00><VALUE1></c> hasar verir.","Đòn tấn công tiếp theo của Meeple sẽ tạo ra các tòa tháp xúc xắc quanh khu vực trúng đòn và gây ra <c00cc00><VALUE1></c> sát thương."
"TID_MEEPLE_GADGET_2_DESC","Meeple lashes out in rage at nearby enemies, stunning them and knocking them back. Ragequit stuns for a longer period of time the fewer hitpoints Meeple has.","يهاجم ميبل الأعداء القريبين بغضب فيصعقهم ويدفعهم إلى للوراء. يتسبب الانسحاب الغاضب في صعقهم لفترة أطول كلما قلت صحة ميبل.","谜宝怒揍附近的敌人，造成击退和眩晕效果。使用愤怒掀桌时的生命值越低，敌人被击晕的时间就越长。","謎寶痛擊附近的敵人，造成擊退和暈眩效果。謎寶的生命值越低，敵人被擊暈的時間就越長。","Meeple entlädt seine Wut auf Gegner in der Nähe, wodurch sie betäubt und zurückgestoßen werden. Je niedriger Meeples Trefferpunkte sind, desto länger hält die Betäubung an.","En un arrebato de furia, Meeple ataca a los enemigos cercanos, los aturde y los empuja. Cuantos menos puntos de vida tenga Meeple, más tiempo aturdirá el ataque.","Meeple huitoo raivoissaan lähimpiä vastustajia, lamaannuttaa heidät ja työntää heitä taaksepäin. Peliraivon lamaannus kestää sitä pidempään, mitä vähemmän elinvoimaa Meeplellä on.","Meeple tilte et s'en prend aux ennemis proches, les étourdissant et les repoussant en arrière. Plus les PV de Meeple sont bas, plus ses cibles restent étourdies longtemps.","מיפל מצליף בזעם על אויבים סמוכים ומהמם אותם. שובר-הכלים מהמם והודף אותם לאחור. ההלם יימשך לפרק זמן ארוך יותר ככל שיש למיפל פחות נקודות פגיעה.","Meeple melampiaskan amarahnya ke lawan terdekat, memberikan efek kejut, dan memukul mereka mundur. Makin sedikit nyawa Meeple, makin lama efek kejut yang diberikan.","Meeple s'infuria con i nemici vicini, stordendoli e respingendoli. Meno punti salute ha Meeple, più lungo è lo stordimento.","怒りで頭に血が上り、近くの敵に突撃してスタン＋ノックバックさせる。自身のHPが少なくなるほどスタンの効果時間が延長される。","차오르는 분노를 이기지 못하고 가까운 적을 공격해 기절시키고 뒤로 밀쳐냅니다. 미플의 HP가 낮을 때 분노의 종료를 사용하면 적을 더 오래 기절시킵니다.","Meeple naik marah, memegunkan musuh berdekatan dan menolak mereka ke belakang. Semakin kurang nilai nyawa Meeple, semakin lama pegun akan kekal.","Meeple barst in woede uit en raakt vijanden in de buurt, waardoor ze worden verdoofd en teruggeslagen. Hoe lager Meeples gezondheid, hoe langer de vijanden verdoofd blijven.","Meeple wpada w furię i atakuje pobliskich wrogów, ogłuszając ich i odrzucając. Im mniej punktów życia ma Meeple, tym dłuższy czas trwania ogłuszenia wywołanego przez Niepokonanego gracza.","Em um surto de raiva, Meeple ataca os inimigos próximos, empurrando-os e atordoando-os. Quanto menos pontos de vida Meeple tem, maior é a duração do atordoamento de Mau Perdedor.","Мипл выплёскивает накопленную ярость на ближайших врагов, отбрасывая их, а также оглушая на время, которое тем больше, чем меньше очков здоровья имеет Мипл.","มีเปิ้ลหวดศัตรูที่อยู่ใกล้เคียงด้วยความเดือดดาลพร้อมทำให้สตันและผลักกระเด็นถอยหลัง ยิ่งมีเปิ้ลมีพลังชีวิตน้อยเท่าใดหมากล้มกระดานก็จะสตันนานขึ้นเท่านั้น","Meeple yakınlardaki düşmanlara öfkeyle saldırır, onları sersemletir ve geri püskürtür. Meeple'ın sağlığı ne kadar azsa düşmanlar o kadar uzun süre sersemler.","Meeple nổi trận lôi đình, gây choáng và đánh bật kẻ địch xung quanh. Meeple có càng ít máu thì thời gian gây choáng càng lâu."
"TID_PIZZA_PLANET_TEASER_END_DATE","MEEPLE IS COMING ON JANUARY 9TH","ترقبوا ميبل في 9 يناير","谜宝将在1月9日上线","謎寶將在1月9日推出","MEEPLE ERSCHEINT AM 9. JANUAR","MEEPLE LLEGA EL 9 DE ENERO","MEEPLE SAAPUU 9. TAMMIKUUTA","MEEPLE SORT LE 9 JANVIER","המיפל מגיע ב-9 בינואר","MEEPLE AKAN HADIR 9 JANUARI","MEEPLE ARRIVERÀ IL 9 GENNAIO","ミープルは1月9日に実装されます","미플은 1월 9일에 출시됩니다!","MEEPLE AKAN DATANG PADA 9HB JANUARI","MEEPLE KOMT OP 9 JANUARI","MEEPLE NADCHODZI 9 STYCZNIA","MEEPLE CHEGA EM 9 DE JANEIRO","МИПЛ ВЫЙДЕТ 9 ЯНВАРЯ","มีเปิ้ลจะมาถึงในวันที่ 9 มกราคม","MEEPLE 9 OCAK'TA GELİYOR","MEEPLE SẼ RA MẮT VÀO NGÀY 09/01"
"TID_BOWLING_MEEPLE_SKIN","STRIKE MEEPLE","ميبل لاعب البولينج","保龄球谜宝","全倒保齡球","STRIKE MEEPLE","MEEPLE BOLOS","KAATO-MEEPLE","MEEPLE STRIKE","מיפל המכה","MEEPLE STRIKE","MEEPLE ASSO DELLO STRIKE","ストライク ミープル","스트라이크 미플","MEEPLE BOLING","STRIKE-MEEPLE","MEEPLE KULA","MEEPLE STRIKE","ЧЕМПИОН ПО БОУЛИНГУ МИПЛ","สไตรค์ มีเปิ้ล","BOVLİNG MEEPLE","MEEPLE QUẢ BÓNG BOWLING"
"TID_BOWLING_MEEPLE_SKIN_SHOP","STRIKE\nMEEPLE","ميبل\nلاعب البولينج","保龄球谜宝","全倒保齡球","STRIKE\nMEEPLE","MEEPLE\nBOLOS","KAATO-\nMEEPLE","MEEPLE\nSTRIKE","מיפל\nהמכה","MEEPLE\nSTRIKE","MEEPLE\nASSO DELLO STRIKE","ストライク\nミープル","스트라이크 미플","MEEPLE\nBOLING","STRIKE-\nMEEPLE","MEEPLE\nKULA","MEEPLE\nSTRIKE","ЧЕМПИОН\nПО БОУЛИНГУ МИПЛ","สไตรค์\nมีเปิ้ล","BOVLİNG\nMEEPLE","MEEPLE\nQUẢ BÓNG BOWLING"
"TID_PIZZA_TS_SHOP_INFO_POPUP_INFO3","Many type of rewards inside, including Meeple arriving on January 9th!","تحتوي على أنواع كثيرة من المكافآت، بما فيها ميبل الذي يصل في 9 يناير!","盲盒中有各种奖励，包括将于1月9日登场的新英雄谜宝！","盲盒中有各種獎勵，包括將於1月9日登場的新英雄謎寶！","In Paketen befinden sich viele Arten an Belohnungen, einschließlich Meeple ab dem 9. Januar!","Contienen muchos tipos de recompensas, entre ellas Meeple, que llega el 9 de enero.","Niistä löytyy monenlaisia palkintoja, kuten 9. tammikuuta saapuva Meeple!","Contient de nombreuses récompenses, dont Meeple qui arrive le 9 janvier !","יש בהן כל מיני סוגים של פרסים, כולל מיפל שיגיע ב-9 בינואר!","Ada beragam jenis hadiah seperti Meeple yang akan hadir pada 9 Januari!","Ci trovi tanti tipi diversi di ricompense, tra cui Meeple, in arrivo il 9 gennaio!","1月9日実装のミープルを含む、さまざまな報酬が入っています！","1월 9일에 등장하는 미플을 포함해 다양한 보상이 들어있습니다!","Terdapat banyak jenis ganjaran di dalam, termaksud Meeple akan datang pada 9hb Januari!","Bevatten veel soorten beloningen, zoals Meeple, die op 9 januari uitkomt!","W środku znajdują się rozmaite nagrody, w tym Meeple, w dostępie od 9 stycznia!","Com muitos tipos de recompensas, inclusive Meeple, que chega em 9 de janeiro!","Внутри находятся самые разные награды, а с 9 января среди них может быть и Мипл!","มีรางวัลหลากหลายประเภทข้างใน รวมไปถึงมีเปิ้ลที่จะมาในวันที่ 9 มกราคม!","9 Ocak'ta gelecek Meeple da dahil çok çeşitli ödüller içerir.","Có chứa nhiều loại phần thưởng, bao gồm cả Meeple - chiến binh sẽ ra mắt vào ngày 09/01!"
"TID_BEST_VALUE_DISCOUNT","<VALUE>%\nOFF!","خصم\n\n<VALUE>%!","优惠\n<VALUE>%","優惠\n<VALUE>%","<VALUE>%\nRABATT!","\n-<VALUE>%","<VALUE>%\nALE!","\n-<VALUE>%","הנחה של\n%<VALUE>!","DISKON\n<VALUE>%!","\n-<VALUE>%","<VALUE>％\nオフ！","<VALUE>%\n할인","JUALAN\n<VALUE>%!","<VALUE>%\nKORTING!","<VALUE>%\nTANIEJ!","DESCONTO\nDE <VALUE>%!","СКИДКА\n<VALUE> %","ลด\n<VALUE>%!","%<VALUE>\nİNDİRİM!","GIẢM GIÁ\n<VALUE>%!"
"TID_MEEPLE_WEAPON_DESC","Meeple shoots a powerful projectile that slightly homes towards the nearest enemy.","يطلق ميبل قذيفة قوية تتوجه بشكل طفيف نحو أقرب عدو.","谜宝发射一发威力十足的子弹，可向最近的敌人小幅度偏转。","謎寶發射一發威力十足的子彈，會小幅度自動轉向，飛向最近的敵人。","Meeple verschießt ein starkes Projektil, das geringfügig den am nächsten stehenden Gegner anpeilt.","Meeple dispara un poderoso proyectil que se dirige ligeramente al enemigo más cercano.","Meeple ampuu voimakkaan ammuksen, joka hakeutuu hieman kohti lähintä vastustajaa.","Meeple tire un puissant projectile qui traque légèrement l'ennemi le plus proche.","מיפל יורה טיל חזק שמתביית קלות לעבר האויב הקרוב ביותר.","Meeple menembakkan proyektil dahsyat yang melesat ke area lawan terdekat.","Meeple spara un colpo potente che insegue leggermente il nemico più vicino.","一番近くの敵をわずかに追尾する強力な弾丸を発射する。","가장 가까운 적을 향해 살짝 이끌려 날아가는 강력한 발사체를 발사합니다.","Meeple menembak projektil berkuasa yang akan bergerak sedikit ke arah musuh terdekat.","Meeple vuurt een krachtig projectiel af dat lichtjes afbuigt richting de dichtstbijzijnde vijand.","Meeple wystrzeliwuje potężny pocisk, który porusza się w stronę najbliższego wroga.","Meeple dispara um projétil poderoso que se move levemente em direção ao inimigo mais próximo.","Мипл стреляет мощным снарядом, который слегка притягивается к ближайшему противнику.","มีเปิ้ลยิงกระสุนทรงพลังที่จะติดตามเป้าหมายได้เล็กน้อยไปทางศัตรูที่อยู่ใกล้ที่สุด","Meeple, hafifçe en yakın düşmana doğru yönelen güçlü bir atış yapar.","Meeple bắn ra một viên đạn mạnh mẽ với hướng bay hơi chếch về phía kẻ địch gần nhất."
