"TID","EN","AR","CN","CNT","DE","ES","FI","FR","HE","ID","IT","JP","KR","MS","NL","PL","PT","RU","TH","TR","VI"
"TID_TOON_KNIGHT_SKIN","ASH BOY","آش الفارس الإلكتروني","游戏机阿拾","電玩活寶","HAUDEGEN ASH","ASH INTRÉPIDO","KONSOLIRITARI-ASH","ASH AVENTUREUX","אש הגולש","GAME-ASH","ASH CONSOLE GUERRIERA","ゲーム機 アッシュ","게임기 애쉬","ASH BOY","ASH BOY","CHŁOPIEC ASH","ASH AVENTUREIRO","ЭШБОЙ","เกมบอยแอช","MACERACI ASH","ASH MÁY CHƠI GAME"
"TID_TOON_KNIGHT_SKIN_SHOP","ASH BOY","آش الفارس الإلكتروني","游戏机阿拾","電玩活寶","HAUDEGEN\nASH","ASH\nINTRÉPIDO","KONSOLIRITARI-\nASH","ASH\nAVENTUREUX","אש הגולש","GAME-ASH","ASH\nCONSOLE GUERRIERA","ゲーム機\nアッシュ","게임기 애쉬","ASH BOY","ASH BOY","CHŁOPIEC\nASH","ASH\nAVENTUREIRO","ЭШБОЙ","เกมบอยแอช","MACERACI ASH","ASH\nMÁY CHƠI GAME"
"TID_REQUIEM_BIZARRE_MAISIE_SKIN","FUCHSIA MAISIE","مايسي الفوشيا","紫红麦茜","紫紅探險家","MAGENTA MAISIE","MAISIE FUCSIA","FUKSIA-MAISIE","MAISIE FUCHSIA","מייזי פוקסיה","MAISIE FUSIA","MAISIE FUCSIA","バイオレット メイジー","바이올렛 메이지","MAISIE FUCHSIA","FUCHSIA MAISIE","FUKSJOWA MAISIE","MAISIE FÚSCIA","ФУКСИЯ МЭЙСИ","เมซี่ สาวสีม่วงฟูเซีย","FUŞYA MAISIE","MAISIE MÀU HỒNG FUCHSIA"
"TID_REQUIEM_BIZARRE_MAISIE_SKIN_SHOP","FUCHSIA\nMAISIE","مايسي\nالفوشيا","紫红麦茜","紫紅探險家","MAGENTA\nMAISIE","MAISIE\nFUCSIA","FUKSIA-\nMAISIE","MAISIE\nFUCHSIA","מייזי\nפוקסיה","MAISIE\nFUSIA","MAISIE\nFUCSIA","バイオレット\nメイジー","바이올렛 메이지","MAISIE\nFUCHSIA","FUCHSIA\nMAISIE","FUKSJOWA\nMAISIE","MAISIE\nFÚSCIA","ФУКСИЯ\nМЭЙСИ","เมซี่\nสาวสีม่วงฟูเซีย","FUŞYA\nMAISIE","MAISIE\nMÀU HỒNG FUCHSIA"
"TID_PLATINUM_BIZARRE_MAISIE_SKIN","TITANIUM MAISIE","مايسي التيتانيوم","钛金麦茜","白金探險家","TITANGLANZ MAISIE","MAISIE DE TITANIO","TITAANI-MAISIE","MAISIE TITANE","מייזי מטיטניום","MAISIE TITANIUM","MAISIE TITANIO","チタニウム メイジー","티타늄 메이지","MAISIE TITANIUM","TITANIUM MAISIE","TYTANOWA MAISIE","MAISIE TITÂNICA","ТИТАНОВАЯ МЭЙСИ","เมซี่ สาวไทเทเนียม","TİTANYUM MAISIE","MAISIE MÀU XÁM BẠC"
"TID_PLATINUM_BIZARRE_MAISIE_SKIN_SHOP","TITANIUM\nMAISIE","مايسي\nالتيتانيوم","钛金麦茜","白金探險家","TITANGLANZ\nMAISIE","MAISIE\nDE TITANIO","TITAANI-\nMAISIE","MAISIE\nTITANE","מייזי\nמטיטניום","MAISIE\nTITANIUM","MAISIE\nTITANIO","チタニウム\nメイジー","티타늄 메이지","MAISIE\nTITANIUM","TITANIUM \nMAISIE","TYTANOWA\nMAISIE","MAISIE\nTITÂNICA","ТИТАНОВАЯ\nМЭЙСИ","เมซี่\nสาวไทเทเนียม","TİTANYUM\nMAISIE","MAISIE\nMÀU XÁM BẠC"
"TID_SILENCER_OVERCHARGE","SILENT STUNNER","الصاعق الصامت","静默重压","寂靜之謎","STILLER STUN","SIN PALABRAS","HILJAINEN HILJENTÄJÄ","IMMOBILISATION SILENCIEUSE","הימום שקט","KEJUTAN HENING","SHOCK INIBITORIO","サイレントスタナー","아찔한 별딱지","PEMEGUN SENYAP","STILLE VERDOVING","CICHY OGŁUSZACZ","ATORDOADOR SILENCIOSO","БЕЗМОЛВНОЕ ОГЛУШЕНИЕ","เงียบสยบความเคลื่อนไหว","SESSİZ SERSEMLETME","KẺ GÂY CHOÁNG THẦM LẶNG"
"TID_DARK_ANGEL_EDGAR_SKIN","DARK ANGEL EDGAR","إدجار ملاك الظلام","暗黑天使艾德加","墮天使艾德加","DUNKLER ENGEL EDGAR","EDGAR ÁNGEL CAÍDO","SYNKKÄ ENKELI-EDGAR","EDGAR ANGE DÉCHU","אדגר מלאך האופל","EDGAR MALAIKAT KEGELAPAN","EDGAR ANGELO OSCURO","ダークエンジェル エドガー","다크 엔젤 에드거","EDGAR MALAIKAT JAHAT","DUISTERE ENGEL-EDGAR","MROCZNY ANIOŁ EDGAR","EDGAR ANJO DAS TREVAS","ТЁМНЫЙ АНГЕЛ ЭДГАР","เอ็ดการ์ เทพบุตรมืด","KARA MELEK EDGAR","EDGAR THIÊN THẦN HẮC ÁM"
"TID_DARK_ANGEL_EDGAR_SKIN_SHOP","DARK ANGEL\nEDGAR","إدجار\nملاك الظلام","暗黑天使\n艾德加","墮天使艾德加","DUNKLER ENGEL\nEDGAR","EDGAR\nÁNGEL CAÍDO","SYNKKÄ ENKELI-\nEDGAR","EDGAR\nANGE DÉCHU","אדגר\nמלאך האופל","EDGAR\nMALAIKAT KEGELAPAN","EDGAR\nANGELO OSCURO","ダークエンジェル\nエドガー","다크 엔젤 에드거","EDGAR\nMALAIKAT JAHAT","DUISTERE ENGEL-\nEDGAR","MROCZNY ANIOŁ\nEDGAR","EDGAR\nANJO DAS TREVAS","ТЁМНЫЙ АНГЕЛ\nЭДГАР","เอ็ดการ์\nเทพบุตรมืด","KARA MELEK\nEDGAR","EDGAR\nTHIÊN THẦN HẮC ÁM"
"TID_SPEC_ABI_REVIVER_2_DESC","Snack Attack also heals Doug by <c00cc00><VALUE1></c>.","تعالج الهجمة الغذائية دوج أيضًا بمقدار <c00cc00><VALUE1></c>.","零食旋风也会治疗道格自己，治疗量为<c00cc00><VALUE1></c>。","小吃出擊也會治療道格自己，治療量為<c00cc00><VALUE1></c>。","Snackangriff heilt Doug zusätzlich um <c00cc00><VALUE1></c>.","Ataque comilón también cura a Doug <c00cc00><VALUE1></c> de vida.","Hodarihyökkäys myös antaa Dougille <c00cc00><VALUE1></c> pistettä elinvoimaa.","Snack d'attaque guérit aussi Doug à hauteur de <c00cc00><VALUE1> PV</c>.","מתקפת הנשנוש גם מרפאה את דאג ב-<c00cc00><VALUE1></c>.","Serangan Nyam-Nyam-Nyam akan menyembuhkan Doug sebesar <c00cc00><VALUE1></c>.","Croce e delizia ripristina anche <c00cc00><VALUE1></c> dei punti salute di Doug.","通常攻撃を行うと、ダグのHPが<c00cc00><VALUE1></c>回復する。","스낵 어택이 <c00cc00><VALUE1></c>만큼 더그 자신도 치유합니다.","Serangan Kudapan juga menyembuhkan Doug sebanyak <c00cc00><VALUE1></c>.","Met zijn Snackaanval geneest Doug zichzelf met <c00cc00><VALUE1></c>.","Przekąskowy atak leczy również Douga o <c00cc00><VALUE1></c>.","O Ataque de Fome também restaura a saúde de Doug em <c00cc00><VALUE1></c>.","Атака «Быстрый перекус» также восстанавливает Дагу здоровье с <c00cc00><VALUE1>-процентной</c> эффективностью.","ของว่างแลกใจจะเยียวยาดั๊ก <c00cc00><VALUE1></c> หน่วย","Sosis saldırısı, Doug'ı ayrıca <c00cc00>%<VALUE1></c> iyileştirir.","Chiêu thức Cơn bão đồ ăn vặt cũng sẽ hồi <c00cc00><VALUE1></c> máu cho Doug."
"TID_TILE_BATTLEPASSPLUS_SEASON32","Supernatural","خارق للعادة","天选者","降臨者","Übernatürlich","Sobrenatural","Yliluonnollinen","Surnaturel","על-טבעי","Supernatural","Soprannaturale","第六感","슈퍼내추럴","Kuasa Ghaib","Bovennatuurlijk","Nadnaturalne","Sobrenatural","Сверхъестественное","เหนือธรรมชาติ","Doğaüstü","Siêu nhiên"
